index,text,answer,split
111,"Thus, the employer has an “interest ... conflicting with that of the beneficiaries,” the type of conflict that judges must take into account when they review the discretionary acts of a trustee of a common-law trust. Restatement § 187, Comment d; see also Firestone, supra, at 115, 109 S.Ct. 948 (citing that Restatement comment); cf. Black's Law Dictionary 319 (8th ed.2004) (“[C]onflict of interest” is a “real or seeming incompatibility between one's private interests and one's public or fiduciary duties”). ",Yes,test
112,"Ordinarily, “tolled,” in the context of a time prescription like § 1367(d), means that the limitations period is suspended (stops running) while the claim is sub judice elsewhere, then starts running again when the tolling period ends, picking up where it left off. See Black's Law Dictionary 1488 (6th ed. 1990) (“toll,” when paired with the grammatical object “statute of limitations,” means “to suspend or stop temporarily”). ",Yes,test
113,"Though “shall” generally means “must,” legal writers sometimes use, or misuse, “shall” to mean “should,” “will,” or even “may.” See D. Mellinkoff, Mellinkoff's Dictionary of American Legal Usage 402–403 (1992) (“shall” and “may” are “frequently treated as synonyms” and their meaning depends on context); B. Garner, Dictionary of Modern Legal Usage 939 (2d ed. 1995) (“[C]ourts in virtually every English-speaking jurisdiction have held—by necessity—that shall means may in some contexts, and vice versa.”). ",Yes,test
114,"[Black's Law Dictionary] reads as follows: “False making. An essential element of forgery, where material alteration is not involved. Term has reference to manner in which writing is made or executed rather than to its substance or effect. A falsely made instrument is one that is fictitious, not genuine, or in some material particular something other than it purports to be and without regard to truth or falsity of facts stated therein.” Black's Law Dictionary 602 (6th ed. 1990). ",Yes,test
115,"""The Act's use of the phrase 'falsely represents,' moreover, connotes a knowledge requirement. See Black's Law Dictionary 1022 (8th ed.2004)"" ",Yes,test
116,"The defense of laches “requires proof of (1) lack of diligence by the party against whom the defense is asserted, and (2) prejudice to the party asserting the defense.” Costello v. United States, 365 U.S. 265, 282, 81 S.Ct. 534, 543, 5 L.Ed.2d 551 (1961); see also Black's Law Dictionary 875 (6th ed. 1990) (“ ‘Doctrine of laches,’ is based upon maxim that equity aids the vigilant and not those who slumber on their rights. It is defined as neglect to assert a right or claim which, taken together with lapse of time and other circumstances causing prejudice to the adverse party, operates as bar in court of equity”). ",Yes,test
117,"The ordinary meaning of “interest” surely encompasses a right to profits or proceeds. See Webster's Third New International Dictionary 1178 (1976), broadly defining “interest,” among other things, as a “good,” “benefit,” or “profit.” Random House Dictionary of the English Language (1979) defines interest to include “profit,” “welfare,” or “benefit.” Black's Law Dictionary 729 (5th ed., 1979) provides a significant definition of “interest”: “The most general term that can be employed to denote a right, claim, title or legal share in something.” It is thus apparent that the term “interest” comprehends all forms of real and personal property, including profits and proceeds.",Yes,test
118,Black's Law Dictionary 910 (7th ed.1999) (defining “legislate” as “[t]o make or enact laws”).,Yes,test
119,"As a verb, “conduct” means to lead, run, manage, or direct. Webster's Third New International Dictionary 474 (1976).",Yes,test
120,"Moreover, the word “efficient,” which was defined as “characterized by effective activity,” may have been intended to require an effective remedy. See Webster's New International Dictionary of the English Language 819 (2d ed. 1934).",Yes,test
121,"The common-law defense at issue in this case derives from the Latin, in pari delicto potior est conditio defendentis: “In a case of equal or mutual fault ... the position of the [defending] party ... is the better one.”",Yes,test
122,"""Valuable entitlements like these are 'property' as that term ordinarily is employed… ; Black's Law Dictionary 1382 (4th ed.1951) (defining 'property' as 'extend[ing] to every species of valuable right and interest')",Yes,test
123,"Of’ is a word of many meanings, one of which indicates ‘the thing or person whence anything originates, comes, is acquired or sought.’ 7 Oxford English Dictionary (definition III).",Yes,test
124,"In the generic sense of the term, the “common law” has been defined as: “‘the body of those principles and rules of action relating to the government and security of persons and property, which derive their authority solely from usages and customs of immemorial antiquity, or from the judgments and decrees of the courts recognizing, affirming and enforcing such usages and customs; and, in this sense, particularly the ancient unwritten law of England.’” Western Union Telegraph Co. v. Call Pub. Co., 181 U.S. 92, 102, 21 S.Ct. 561, 564, 45 L.Ed. 765 (1901) (citing Black's Law Dictionary).",Yes,test
125,"""In support of this proposition, the Secretary points out that the '[t]erm [action] in its usual legal sense means a suit brought in a court; a formal complaint within the jurisdiction of a court of law.'"" ",Yes,test
126,"“The market value of ... a  piece of property is the price which it might be expected to bring if offered for sale in a fair market; not the price which might be obtained on a sale at public auction or a sale forced by the necessities of the owner, but such a price as would be fixed by negotiation and mutual agreement, after ample time to find a purchaser, as between a vendor who is willing (but not compelled) to sell and a purchaser who desires to buy but is not compelled to take the particular ... piece of property.” Black's Law Dictionary 971 (6th ed. 1990).",Yes,test
127,"The phrase, “real party in interest,” is a term of art utilized in federal law to refer to an actor with a substantive right whose interests may be represented in litigation by *935 another. See, e.g., Fed. Rule Civ. Proc. 17(a); see also Cts.Crim.App. Rule Prac. & Proc. 20(b), 44 M.J. LXXII (1996) (“When an accused has not been named as a party, the accused ... shall be designated as the real party in interest”); Black's Law Dictionary, supra, at 1154 (defining a “real party in interest” as “[a] person entitled under the substantive law to enforce the right sued upon and who generally ... benefits from the action's final outcome”). ",Yes,test
128,"“Restrain,” standing alone, can have several meanings. One is the broad meaning given by the Court of Appeals, *13 which captures orders that merely inhibit acts of “assessment, levy and collection.” See Black's 1548. Another, narrower meaning, however, is “[t]o prohibit from action; to put compulsion upon ... to enjoin,” ibid., which captures only those orders that stop (or perhaps compel) acts of “assessment, levy and collection.” To resolve this ambiguity, we look to the context in which the word is used. Robinson v. Shell Oil Co., 519 U.S. 337, 341, 117 S.Ct. 843, 136 L.Ed.2d 808 (1997). The statutory context provides several clues that lead us to conclude that the TIA uses the word “restrain” in its narrower sense.",Yes,test
129,"The standard dictionary definition of the term “rate” (as used with reference to prices) is “[a]n amount paid or charged for a good or service.” Black's Law Dictionary 1452 (10th ed. 2014); see, e.g., 13 Oxford English Dictionary 208–209 (2d ed. 1989) (“rate” means “price,” “cost,” or “sum paid or asked for a ... thing”). ",Yes,test
